Transaction Date,Post Date,Description,Category,Type,Amount,Memo
08/05/2025,08/05/2025,AMAZON MKTPL*WC8GJ3P33,Shopping,Sale,-42.10,
08/01/2025,08/03/2025,COSTCO WHSE #0672,Shopping,Sale,-66.45,
07/31/2025,08/01/2025,PP*ALFREDOSAMEXICAN,Food & Drink,Sale,-17.22,
07/30/2025,07/31/2025,SQ *J. DAWGS ST. GEORGE,Food & Drink,Sale,-8.09,
07/30/2025,07/31/2025,GRUBHUB*CHIPOTLE,Food & Drink,Sale,-12.31,
07/27/2025,07/29/2025,CARLS JR 1101940 ONLINE,Food & Drink,Sale,-21.67,
07/26/2025,07/28/2025,LITTLE CAESARS 1488-0018,Food & Drink,Sale,-31.38,
07/27/2025,07/28/2025,PAYPAL *WALMART COM,Groceries,Sale,-60.77,
07/25/2025,07/27/2025,Payment Thank You - Web,,Payment,331.63,
07/25/2025,07/27/2025,BURGER KING #10527,Food & Drink,Sale,-8.61,
07/26/2025,07/27/2025,PAYPAL *WALMART COM,Groceries,Return,0.01,
07/24/2025,07/25/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
07/22/2025,07/23/2025,LYFT   *1 RIDE 07-21,Travel,Sale,-21.79,
07/22/2025,07/23/2025,CHEVRON 0385252,Gas,Sale,-5.86,
07/21/2025,07/22/2025,RED MOUNTAIN MARKET,Groceries,Sale,-23.14,
07/21/2025,07/22/2025,GRUBHUB*PANDAEXPRESS,Food & Drink,Sale,-18.37,
07/22/2025,07/22/2025,UBER   *TRIP,Travel,Sale,-20.90,
07/19/2025,07/20/2025,KFC/AW #526,Food & Drink,Sale,-26.45,
07/16/2025,07/17/2025,FAMILY DOLLAR,Shopping,Sale,-9.37,
07/15/2025,07/16/2025,PAYPAL *WALMART COM,Groceries,Sale,-68.96,
07/15/2025,07/16/2025,PAYPAL *WALMART COM,Groceries,Sale,-5.64,
07/15/2025,07/15/2025,STATEMENT CREDIT,Fees & Adjustments,Adjustment,797.56,
07/14/2025,07/15/2025,PAYPAL *WALMART COM,Groceries,Return,1.35,
07/13/2025,07/14/2025,DD *DOORDASH MCDONALDS,Food & Drink,Sale,-23.13,
07/14/2025,07/14/2025,UBER   *EATS,Food & Drink,Sale,-31.28,
07/13/2025,07/14/2025,DD *DOORDASH CARLSJR.,Food & Drink,Sale,-25.73,
07/12/2025,07/13/2025,DD *DOORDASH WINGSTOP,Food & Drink,Sale,-21.70,
07/11/2025,07/13/2025,AMAZON MKTPL*NL5DI1YX0,Shopping,Sale,-8.41,
07/11/2025,07/13/2025,AMAZON MKTPL*NL1P44YG0,Shopping,Sale,-89.20,
07/10/2025,07/11/2025,CLAUDE.AI SUBSCRIPTION,Shopping,Sale,-21.35,
07/09/2025,07/10/2025,AMAZON PRIME*NL8PB5EM1,Bills & Utilities,Sale,-16.45,
07/09/2025,07/10/2025,AMAZON MKTPLACE PMTS,Shopping,Return,80.06,
07/09/2025,07/09/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.33,
07/08/2025,07/09/2025,CAR RENTAL DUBLIN AIRPORT,Travel,Sale,-11.31,
07/04/2025,07/08/2025,Jagex Payment,Entertainment,Sale,-38.99,
07/07/2025,07/08/2025,AMAZON MKTPL*NL8EY0B42,Shopping,Sale,-21.33,
07/06/2025,07/08/2025,PERFORMANCE FITNESS - ST,Entertainment,Sale,-37.35,
07/06/2025,07/07/2025,SP JOEYSWOLLTRAINING,Personal,Sale,-99.00,
07/06/2025,07/07/2025,UBER   *EATS,Food & Drink,Sale,-22.25,
07/05/2025,07/06/2025,Disney Plus,Bills & Utilities,Sale,-10.66,
07/05/2025,07/06/2025,UBER   *EATS,Food & Drink,Sale,-24.55,
07/04/2025,07/06/2025,UBER   *TRIP,Travel,Sale,-7.29,
07/05/2025,07/06/2025,RED MOUNTAIN MARKET,Groceries,Sale,-25.69,
07/04/2025,07/06/2025,UBER   *EATS,Food & Drink,Sale,-22.55,
07/04/2025,07/06/2025,UBER   *TRIP,Travel,Sale,-10.98,
07/05/2025,07/06/2025,AMAZON MKTPL*N33XC0DI1,Shopping,Sale,-129.17,
07/05/2025,07/06/2025,UBER   *EATS,Food & Drink,Sale,-22.51,
07/03/2025,07/04/2025,FAMILY DOLLAR,Shopping,Sale,-5.15,
06/27/2025,07/03/2025,WESTJETAIR  8387201992339,Travel,Return,1250.47,
07/03/2025,07/03/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-41.80,
07/02/2025,07/03/2025,CAR RENTAL DUBLIN AIRPORT,Travel,Sale,-1393.38,
06/27/2025,07/03/2025,WESTJETAIR  8387201992338,Travel,Return,1250.47,
07/01/2025,07/02/2025,FAMILY DOLLAR,Shopping,Sale,-12.12,
06/30/2025,07/02/2025,TACO BELL 728424,Food & Drink,Sale,-7.25,
06/29/2025,07/01/2025,IN-N-OUTWASHINGTONCITY,Food & Drink,Sale,-10.61,
06/30/2025,07/01/2025,FANSLY,Shopping,Sale,-10.00,
06/30/2025,06/30/2025,LYFT   *1 RIDE 06-28,Travel,Sale,-24.71,
06/29/2025,06/30/2025,DIGBY'S MARKET,Groceries,Sale,-4.11,
06/29/2025,06/30/2025,HARMONS - SANTA CLARA #6,Groceries,Sale,-1.66,
06/29/2025,06/30/2025,DEL TACO UTAH APP ORDER,Food & Drink,Sale,-16.30,
06/29/2025,06/29/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.43,
06/26/2025,06/29/2025,DALTONS BAR,Food & Drink,Sale,-14.47,
06/29/2025,06/29/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.11,
06/27/2025,06/29/2025,SQ *THE POST HOUSE COFFEE,Food & Drink,Sale,-3.88,
06/27/2025,06/29/2025,UBER   *TRIP,Travel,Sale,-58.49,
06/29/2025,06/29/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-1.46,
06/27/2025,06/29/2025,DISCOUNT FUEL DEALS KINSA,Gas,Sale,-48.85,
06/29/2025,06/29/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.52,
06/28/2025,06/29/2025,MS* CARLTONHOTELDUBLI,Travel,Sale,-17.63,
06/29/2025,06/29/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-1.19,
06/28/2025,06/29/2025,PYD*Kittyhawks,Food & Drink,Sale,-39.85,
06/27/2025,06/27/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.94,
06/26/2025,06/27/2025,SUPERMACS,Food & Drink,Sale,-31.38,
06/26/2025,06/27/2025,UKVI ETAMOB00000512902,Bills & Utilities,Sale,-22.39,
06/27/2025,06/27/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.06,
06/26/2025,06/27/2025,BLARNEY CASTLE CAR PARK,Travel,Sale,-2.33,
06/26/2025,06/27/2025,UKVI ETAMOB00000512920,Bills & Utilities,Sale,-22.39,
06/26/2025,06/26/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.97,
06/25/2025,06/26/2025,SUMUP  *VIVI RESOUCES LTD,Shopping,Sale,-32.60,
06/26/2025,06/26/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.46,
06/25/2025,06/26/2025,THE TAP TAVERN,Food & Drink,Sale,-15.60,
06/26/2025,06/26/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.42,
06/25/2025,06/26/2025,CENTRA,Groceries,Sale,-14.32,
06/26/2025,06/26/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.68,
06/25/2025,06/26/2025,SUMUP  *JOSCAFE,Food & Drink,Sale,-22.70,
06/26/2025,06/26/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.46,
06/25/2025,06/26/2025,THE TAP TAVERN,Food & Drink,Sale,-15.60,
06/26/2025,06/26/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.76,
06/25/2025,06/26/2025,SUMUP  *DEMKAT LTD T/A KI,Groceries,Sale,-25.61,
06/25/2025,06/25/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.13,
06/24/2025,06/25/2025,MUCROS GARDEN RESTAURANT,Food & Drink,Sale,-4.58,
06/25/2025,06/25/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.61,
06/24/2025,06/25/2025,MUCROS GARDEN RESTAURANT,Food & Drink,Sale,-20.44,
06/24/2025,06/25/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
06/25/2025,06/25/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-1.02,
06/24/2025,06/25/2025,MORANS SPAR,Groceries,Sale,-34.01,
06/24/2025,06/24/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.87,
06/23/2025,06/24/2025,P T FITZGERALDS GROCERY,Groceries,Sale,-29.29,
06/22/2025,06/22/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.62,
06/21/2025,06/22/2025,DOOLIN CAVE AND VISITOR,Entertainment,Sale,-20.78,
06/22/2025,06/22/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-1.07,
06/19/2025,06/22/2025,KYLEMORE ABBEY AND GAR,Entertainment,Sale,-35.75,
06/22/2025,06/22/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.13,
06/21/2025,06/22/2025,DOOLIN CAVE AND VISITOR,Entertainment,Sale,-4.62,
06/20/2025,06/22/2025,ROVER.COM* PET SVCS.,Personal,Sale,-83.25,
06/22/2025,06/22/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.62,
06/20/2025,06/22/2025,SUPERVALU MILLTOWN MALBAY,Groceries,Sale,-20.98,
06/22/2025,06/22/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.10,
06/19/2025,06/22/2025,KYLEMORE ABBEY AND GAR,Entertainment,Sale,-3.46,
06/22/2025,06/22/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-1.95,
06/21/2025,06/22/2025,TOP OIL CROAGH,Gas,Sale,-65.18,
06/22/2025,06/22/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.91,
06/21/2025,06/22/2025,O FLAHERTYS BAR,Food & Drink,Sale,-30.48,
06/22/2025,06/22/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-1.14,
06/21/2025,06/22/2025,SUPERVALU GARVEYS DING,Groceries,Sale,-38.19,
06/22/2025,06/22/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.41,
06/21/2025,06/22/2025,PEARL IN THE CAVE,Food & Drink,Sale,-13.85,
06/20/2025,06/20/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-1.63,
06/19/2025,06/20/2025,SOPIA BEAG AN TEACH DO,Gas,Sale,-54.51,
06/20/2025,06/20/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.25,
06/19/2025,06/20/2025,KYLEMORE SERVICE STATION,Gas,Sale,-8.36,
06/20/2025,06/20/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.08,
06/19/2025,06/20/2025,DANNY MACS CAFE BAR,Food & Drink,Sale,-2.88,
06/19/2025,06/19/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-4.06,
06/18/2025,06/19/2025,THE WEST HOWAYA BAR,Food & Drink,Sale,-135.57,
06/18/2025,06/18/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-1.78,
06/17/2025,06/18/2025,SUPERVALU MILLTOWN MALBAY,Groceries,Sale,-59.35,
06/18/2025,06/18/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-1.04,
06/17/2025,06/18/2025,Caherconnell Stone Fort,Entertainment,Sale,-34.73,
06/17/2025,06/17/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.62,
06/16/2025,06/17/2025,MCANENA PHARMACY EYRE SQU,Health & Wellness,Sale,-20.91,
06/17/2025,06/17/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.34,
06/16/2025,06/17/2025,ARAN ISLANDS KNITWEAR,Shopping,Sale,-11.56,
06/16/2025,06/17/2025,THE DOUGH BROS,Food & Drink,Sale,-19.92,
06/17/2025,06/17/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.08,
06/16/2025,06/17/2025,N6 (CONCESSION) LIMITED,Travel,Sale,-2.67,
06/17/2025,06/17/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.66,
06/16/2025,06/17/2025,OMG,Shopping,Sale,-22.05,
06/17/2025,06/17/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.20,
06/16/2025,06/17/2025,SEANS BAR,Food & Drink,Sale,-6.97,
06/16/2025,06/16/2025,Payment Thank You-Mobile,,Payment,783.36,
06/16/2025,06/16/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.97,
06/15/2025,06/16/2025,TCD THE LIBRARY SHOP,Education,Sale,-32.47,
06/16/2025,06/16/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.73,
06/15/2025,06/16/2025,SUMUP  *FLANAGAN_S RESTAU,Food & Drink,Sale,-24.39,
06/12/2025,06/15/2025,McDonalds 39132,Food & Drink,Sale,-5.19,
06/15/2025,06/15/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.33,
06/14/2025,06/15/2025,SQ *COBBLESTONE BAR LIMIT,Food & Drink,Sale,-11.27,
06/15/2025,06/15/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.82,
06/13/2025,06/15/2025,The Strand Pharmacy,Health & Wellness,Sale,-27.45,
06/12/2025,06/15/2025,DUNKIN T1 D26 NORTH LA,Food & Drink,Sale,-21.26,
06/13/2025,06/15/2025,LYFT   *1 RIDE 06-12,Travel,Sale,-12.95,
06/15/2025,06/15/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.65,
06/13/2025,06/15/2025,SPAR NORTH STRAND,Groceries,Sale,-21.87,
06/15/2025,06/15/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.69,
06/13/2025,06/15/2025,DUBLIN CSA,Travel,Sale,-23.27,
06/13/2025,06/13/2025,1828_YYZ_Relay,Shopping,Sale,-3.32,
06/13/2025,06/13/2025,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.33,
06/13/2025,06/13/2025,Subway 68339,Food & Drink,Sale,-11.12,
06/11/2025,06/12/2025,MAVERIK #585,Gas,Sale,-6.93,
06/11/2025,06/12/2025,FAMILY DOLLAR,Shopping,Sale,-14.99,
06/10/2025,06/11/2025,CLAUDE.AI SUBSCRIPTION,Shopping,Sale,-21.35,
06/09/2025,06/10/2025,AMAZON PRIME*NH5LS5AV1,Bills & Utilities,Sale,-16.45,
06/08/2025,06/10/2025,DOMINO'S 7535,Food & Drink,Sale,-19.10,
06/09/2025,06/10/2025,MAVERIK #585,Gas,Sale,-5.11,
06/08/2025,06/09/2025,FAMILY DOLLAR,Shopping,Sale,-8.09,
06/06/2025,06/08/2025,COSTCO WHSE #0672,Shopping,Sale,-33.12,
06/05/2025,06/08/2025,PANDA GARDEN,Food & Drink,Sale,-13.30,
06/07/2025,06/08/2025,AMAZON MKTPL*N62FN7YA0,Shopping,Sale,-80.06,
06/06/2025,06/08/2025,PERFORMANCE FITNESS - ST,Entertainment,Sale,-37.35,
06/05/2025,06/06/2025,Disney Plus,Bills & Utilities,Sale,-10.66,
06/04/2025,06/06/2025,TACO BELL 725391,Food & Drink,Sale,-6.99,
06/03/2025,06/05/2025,HABIT ST. GEORGE 407,Food & Drink,Sale,-13.44,
06/03/2025,06/04/2025,MAVERIK #620,Gas,Sale,-6.85,
06/02/2025,06/03/2025,Amazon.com*N64EB07N2,Shopping,Sale,-14.15,
06/01/2025,06/03/2025,HABIT ST GEORGE #81,Food & Drink,Sale,-10.75,
06/01/2025,06/02/2025,DIGBY'S MARKET,Groceries,Sale,-5.08,
05/31/2025,06/02/2025,CARLS JR 1101940 ONLINE,Food & Drink,Sale,-18.02,
06/01/2025,06/02/2025,BURGER KING #10527,Food & Drink,Sale,-0.09,
06/01/2025,06/02/2025,DIGBY'S MARKET,Groceries,Sale,-2.05,
05/30/2025,06/01/2025,MIRA MONTE SINCLAIR,Gas,Sale,-30.46,
05/30/2025,06/01/2025,PETSMART # 2084,Shopping,Sale,-53.33,
05/30/2025,06/01/2025,COSTCO WHSE #0672,Shopping,Sale,-98.99,
05/28/2025,05/30/2025,CARLS JR 1101940 ONLINE,Food & Drink,Sale,-11.95,
05/25/2025,05/27/2025,McDonalds 20759,Food & Drink,Adjustment,12.47,
05/25/2025,05/27/2025,PAYPAL *JAGEX LTD,Entertainment,Return,13.99,
05/26/2025,05/27/2025,DIGBY'S MARKET,Groceries,Sale,-8.18,
05/26/2025,05/26/2025,Amazon.com*NZ6P169O0,Shopping,Sale,-30.93,
05/24/2025,05/26/2025,McDonalds 20759,Food & Drink,Sale,-3.65,
05/25/2025,05/26/2025,McDonalds 20759,Food & Drink,Sale,-12.47,
05/24/2025,05/26/2025,WENDY'S # 5602,Food & Drink,Sale,-4.69,
05/23/2025,05/26/2025,SWITCHPOINT CRC,Shopping,Sale,-2.00,
05/25/2025,05/26/2025,PAYPAL *JAGEX LTD,Entertainment,Sale,-13.99,
05/24/2025,05/25/2025,Payment Thank You-Mobile,,Payment,1258.45,
05/23/2025,05/25/2025,ST GEORGE DI,Shopping,Sale,-4.50,
05/24/2025,05/25/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
05/23/2025,05/25/2025,COSTCO WHSE #0672,Shopping,Sale,-47.24,
05/22/2025,05/23/2025,RED MOUNTAIN MARKET,Groceries,Sale,-3.58,
05/21/2025,05/23/2025,CHICK-FIL-A #04568,Food & Drink,Sale,-6.87,
05/20/2025,05/22/2025,CHICK-FIL-A #04568,Food & Drink,Sale,-11.07,
05/19/2025,05/20/2025,AMAZON MKTPL*NZ42972Z2,Shopping,Sale,-37.29,
05/19/2025,05/19/2025,WWW.CPR.IO,Education,Sale,-19.95,
05/17/2025,05/19/2025,PAYPAL *G2A COM LTD,Entertainment,Sale,-16.86,
05/16/2025,05/18/2025,COSTCO WHSE #0672,Shopping,Sale,-124.56,
05/16/2025,05/18/2025,CARLS JR 1101940 ONLINE,Food & Drink,Sale,-14.25,
05/16/2025,05/18/2025,RED DIRT CAR WASH - COSTC,Automotive,Sale,-2.25,
05/14/2025,05/15/2025,BURGER KING #10527,Food & Drink,Sale,-6.57,
05/13/2025,05/14/2025,STEPHEN WADE TOYOTA,Automotive,Sale,-70.86,
05/13/2025,05/14/2025,DIGBY'S MARKET,Groceries,Sale,-34.60,
05/13/2025,05/14/2025,CTLP*Southern Utah Ven,Food & Drink,Sale,-2.15,
05/12/2025,05/14/2025,MAVERIK #658,Gas,Sale,-5.89,
05/09/2025,05/11/2025,AMAZON PRIME*NW2546ZH2,Bills & Utilities,Sale,-16.45,
05/10/2025,05/11/2025,CLAUDE.AI SUBSCRIPTION,Shopping,Sale,-21.35,
05/09/2025,05/11/2025,CHEVRON 0309203,Gas,Sale,-9.29,
05/08/2025,05/11/2025,VIRGIN RIVER BUFFET,Food & Drink,Sale,-41.16,
05/10/2025,05/11/2025,COSTCO WHSE #0452,Shopping,Sale,-4.83,
05/08/2025,05/09/2025,AMAZON MKTPL*NI9N86FK0,Shopping,Sale,-13.87,
05/07/2025,05/09/2025,McDonalds 20759,Food & Drink,Sale,-3.65,
05/09/2025,05/09/2025,The Icebox Grill,Food & Drink,Sale,-4.84,
05/06/2025,05/08/2025,PERFORMANCE FITNESS - ST,Entertainment,Sale,-37.35,
05/06/2025,05/07/2025,McDonalds 20759,Food & Drink,Sale,-5.38,
05/06/2025,05/07/2025,HARMONS - SANTA CLARA #6,Groceries,Sale,-2.67,
05/05/2025,05/06/2025,Disney Plus,Bills & Utilities,Sale,-10.66,
05/03/2025,05/05/2025,CARLS JR 1101940 ONLINE,Food & Drink,Sale,-14.25,
05/04/2025,05/05/2025,RED MOUNTAIN MARKET,Groceries,Sale,-11.04,
05/02/2025,05/04/2025,DIGBY'S MARKET,Groceries,Sale,-74.82,
05/02/2025,05/02/2025,Subway 30708,Food & Drink,Sale,-14.62,
04/26/2025,05/01/2025,PAYPAL *JAGEX LTD,Entertainment,Sale,-13.99,
04/30/2025,05/01/2025,D.U.B.'S BBQ,Food & Drink,Sale,-20.35,
04/26/2025,05/01/2025,PAYPAL *JAGEX LTD,Entertainment,Sale,-13.99,
04/28/2025,04/28/2025,AUTOMATIC PAYMENT - THANK,,Payment,822.67,
04/27/2025,04/28/2025,McDonalds 20759,Food & Drink,Sale,-14.61,
04/26/2025,04/27/2025,McDonalds 20759,Food & Drink,Sale,-3.44,
04/25/2025,04/27/2025,COSTCO WHSE #0672,Shopping,Sale,-60.86,
04/26/2025,04/27/2025,PAYPAL *STEAM GAMES,Entertainment,Sale,-29.99,
04/24/2025,04/25/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
04/23/2025,04/24/2025,FAMILY DOLLAR,Shopping,Sale,-5.46,
04/22/2025,04/24/2025,McDonalds 20759,Food & Drink,Sale,-4.08,
04/23/2025,04/24/2025,RED MOUNTAIN MARKET,Groceries,Sale,-5.42,
04/23/2025,04/24/2025,AMAZON MKTPL*J05Y37LB3,Shopping,Sale,-18.44,
04/20/2025,04/22/2025,TACO BELL 725391,Food & Drink,Sale,-14.97,
04/19/2025,04/21/2025,PY *TERIYAKI MADNESS  SAI,Food & Drink,Sale,-17.77,
04/17/2025,04/18/2025,COSTCO WHSE #0672,Shopping,Sale,-110.85,
04/16/2025,04/17/2025,FAMILY DOLLAR,Shopping,Sale,-7.00,
04/14/2025,04/15/2025,Amazon.com*HJ5YM5C53,Shopping,Sale,-55.52,
04/09/2025,04/11/2025,McDonalds 20759,Food & Drink,Sale,-4.08,
04/10/2025,04/11/2025,CLAUDE.AI SUBSCRIPTION,Shopping,Sale,-21.35,
04/09/2025,04/10/2025,AMAZON PRIME*FX6CP1AH3,Bills & Utilities,Sale,-16.45,
04/07/2025,04/08/2025,CHEVRON 0385252,Gas,Sale,-5.86,
04/07/2025,04/08/2025,ONLYFANS,Shopping,Sale,-3.00,
04/06/2025,04/08/2025,PERFORMANCE FITNESS - ST,Entertainment,Sale,-37.35,
04/05/2025,04/06/2025,Disney Plus,Bills & Utilities,Sale,-10.66,
04/04/2025,04/06/2025,COSTCO WHSE #0672,Shopping,Sale,-83.98,
04/04/2025,04/06/2025,GOLDEN CORRAL 2496,Food & Drink,Sale,-27.43,
04/03/2025,04/04/2025,McDonalds 20759,Food & Drink,Sale,-5.58,
04/02/2025,04/03/2025,PAYPAL *STEAM GAMES,Entertainment,Sale,-19.99,
03/30/2025,03/31/2025,Riot* LN58E0PZQJ9X,Shopping,Sale,-5.33,
03/29/2025,03/31/2025,1012 SUPER CHIX CHICKEN &amp;,Food & Drink,Sale,-11.88,
03/28/2025,03/30/2025,CARLS JR 1101940 ONLINE,Food & Drink,Sale,-9.04,
03/28/2025,03/30/2025,COSTCO WHSE #0672,Shopping,Sale,-44.02,
03/29/2025,03/30/2025,BURGER KING #10527,Food & Drink,Sale,-12.93,
03/28/2025,03/30/2025,LS IBB CYCLERY &amp; MULTI,Shopping,Sale,-165.41,
03/28/2025,03/28/2025,AUTOMATIC PAYMENT - THANK,,Payment,191.17,
03/27/2025,03/28/2025,GOLDEN CORRAL 2496,Food & Drink,Sale,-12.91,
03/25/2025,03/26/2025,PAYPAL *JAGEX LTD,Entertainment,Sale,-13.99,
03/24/2025,03/25/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
03/24/2025,03/25/2025,AMAZON MKTPL*1I4873MD3,Shopping,Sale,-43.75,
03/23/2025,03/23/2025,MOBETTAHSHAWAIIAN 357,Food & Drink,Sale,-15.07,
03/21/2025,03/23/2025,COSTCO WHSE #0672,Shopping,Sale,-77.81,
03/19/2025,03/21/2025,PIZZA HUT 27501,Food & Drink,Sale,-32.31,
03/16/2025,03/16/2025,Subway 30708,Food & Drink,Sale,-16.78,
03/14/2025,03/16/2025,JOANN STORES #2329,Shopping,Sale,-11.98,
03/14/2025,03/16/2025,BURGER KING #10787,Food & Drink,Sale,-12.93,
03/12/2025,03/13/2025,TARGET        00013573,Shopping,Sale,-5.33,
03/07/2025,03/12/2025,PAYPAL *JAGEX LTD,Entertainment,Sale,-8.99,
03/10/2025,03/11/2025,CLAUDE.AI SUBSCRIPTION,Shopping,Sale,-21.35,
03/09/2025,03/10/2025,DIGBY'S MARKET,Groceries,Sale,-2.66,
03/08/2025,03/10/2025,IN-N-OUTWASHINGTONCITY,Food & Drink,Sale,-10.61,
03/09/2025,03/10/2025,AMAZON PRIME*MY7PX9SS3,Bills & Utilities,Sale,-16.45,
03/07/2025,03/09/2025,DIGBY'S MARKET,Groceries,Sale,-2.05,
03/07/2025,03/09/2025,COSTCO WHSE #0672,Shopping,Sale,-4.29,
03/09/2025,03/09/2025,MOBETTAHSHAWAIIAN 357,Food & Drink,Sale,-20.99,
03/07/2025,03/09/2025,DIGBY'S MARKET,Groceries,Sale,-45.98,
03/08/2025,03/09/2025,BEST BUY      00008912,Shopping,Sale,-16.00,
03/06/2025,03/09/2025,PERFORMANCE FITNESS - ST,Entertainment,Sale,-37.35,
03/07/2025,03/09/2025,COSTCO WHSE #0672,Shopping,Sale,-96.85,
03/05/2025,03/06/2025,Disney Plus,Bills & Utilities,Sale,-10.66,
02/28/2025,03/04/2025,PAYPAL *JAGEX LTD,Entertainment,Sale,-13.99,
03/02/2025,03/03/2025,McDonalds 20759,Food & Drink,Sale,-12.25,
02/28/2025,03/02/2025,COSTCO WHSE #0672,Shopping,Sale,-72.46,
02/28/2025,03/02/2025,COSTCO WHSE #0672,Shopping,Sale,-4.29,
02/28/2025,03/02/2025,DIGBY'S MARKET,Groceries,Sale,-37.17,
02/28/2025,03/02/2025,HONORSOCIETY.ORG,Education,Sale,-65.00,
02/27/2025,02/27/2025,Payment Thank You-Mobile,,Payment,8278.81,
02/24/2025,02/25/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
02/23/2025,02/24/2025,COSTCO WHSE #0672,Shopping,Sale,-107.25,
02/23/2025,02/24/2025,COSTCO WHSE #0672,Shopping,Sale,-4.30,
02/23/2025,02/24/2025,DIGBY'S MARKET,Groceries,Sale,-38.47,
02/22/2025,02/24/2025,PRUNEDALE VALERO,Gas,Sale,-5.13,
02/23/2025,02/24/2025,7-ELEVEN 37950,Gas,Sale,-4.04,
02/21/2025,02/23/2025,EXPEDIA 73037589841634,Travel,Sale,-31.14,
02/22/2025,02/23/2025,SQ *YARN SHOP SANTA CRUZ,Shopping,Sale,-5.49,
02/21/2025,02/23/2025,DAIRY QUEEN #43698,Food & Drink,Sale,-14.42,
02/22/2025,02/23/2025,TARGET        00027953,Shopping,Sale,-2.45,
02/22/2025,02/23/2025,SQ *GREY BEARS,Gifts & Donations,Sale,-13.14,
02/21/2025,02/23/2025,TACO BELL 723892,Food & Drink,Sale,-23.14,
02/21/2025,02/23/2025,LOVE'S #0392 OUTSIDE,Gas,Sale,-34.60,
02/22/2025,02/23/2025,PANDA EXPRESS 1245,Food & Drink,Sale,-22.52,
02/22/2025,02/23/2025,McDonalds 10222,Food & Drink,Sale,-10.90,
02/17/2025,02/21/2025,PAYPAL *JAGEX LTD,Entertainment,Sale,-8.99,
02/16/2025,02/17/2025,SPEEDWAY 09418 1925 W SUN,Gas,Sale,-16.73,
