Posted Date,Reference Number,Payee,Address,Amount
11/13/2024,82711164318000004191838,"OPENAI *CHATGPT SUBSCR SAN FRANCISCOCA","SAN FRANCISCO CA ",-20.00
10/26/2024,55417344299872994693567,"SPIRIT AI 48704135237240 MIRAMAR FL","MIRAMAR       FL ",-28.99
10/25/2024,55417344299582990540973,"FRONTIER I9IPXY DENVER CO","DENVER        CO ",-107.98
10/24/2024,55432864297201879301841,"AMZN Mktp US Amzn.com/billWA","Amzn.com/bill WA ",12.01
