Transaction Date,Post Date,Description,Category,Type,Amount,Memo
07/08/2024,07/09/2024,ROCKY VISTA UNIVERSITY,Education,Sale,-10000.00,
07/08/2024,07/09/2024,ROCKY VISTA UNIVERSITY,Education,Sale,-10000.00,
07/08/2024,07/09/2024,ROCKY VISTA UNIVERSITY,Education,Sale,-10000.00,
07/08/2024,07/09/2024,PAYPAL *CHICK-FIL-A #0387,Food & Drink,Sale,-20.01,
07/08/2024,07/09/2024,PAYPAL *EBAY US,Shopping,Sale,-16.21,
07/06/2024,07/08/2024,DOLLAR  #0052112,Travel,Sale,-270.37,
07/08/2024,07/08/2024,LYFT   *1 RIDE 07-06,Travel,Sale,-62.99,
07/06/2024,07/07/2024,AMAZON MKTPL*R76G78Y20,Shopping,Sale,-8.53,
07/05/2024,07/07/2024,GULF OIL 92067411,Gas,Sale,-10.02,
07/07/2024,07/07/2024,AMA*MEMBERSHIP DUES,Personal,Sale,-10.00,
07/06/2024,07/07/2024,COSTCO WHSE #0149,Shopping,Sale,-67.38,
07/06/2024,07/07/2024,UWORLD,Education,Sale,-556.63,
07/06/2024,07/07/2024,COSTCO WHSE #0149,Shopping,Sale,-8.75,
07/06/2024,07/07/2024,PAYPAL *SUBWAY 5104,Food & Drink,Sale,-8.73,
07/04/2024,07/05/2024,WWW COSTCO COM,Shopping,Sale,-25.00,
07/04/2024,07/04/2024,AMAZON MKTPL*R74UJ3QS0,Shopping,Sale,-32.91,
07/02/2024,07/04/2024,STATE OF CALIF DMV INT SC,Bills & Utilities,Sale,-27.00,
07/02/2024,07/04/2024,CA DMV FEE,Bills & Utilities,Sale,-0.53,
07/03/2024,07/04/2024,BURGER KING #4447,Food & Drink,Sale,-9.74,
07/02/2024,07/03/2024,McDonalds 778,Food & Drink,Sale,-5.74,
07/02/2024,07/03/2024,Amazon web services,Personal,Sale,-0.64,
07/02/2024,07/03/2024,Amazon.com*R793L4PZ0,Shopping,Sale,-32.91,
07/02/2024,07/02/2024,Payment Thank You-Mobile,,Payment,1399.43,
06/29/2024,07/02/2024,ALASKA AIR  0272374814492,Travel,Sale,-40.00,
06/30/2024,07/01/2024,BURGER KING #4447,Food & Drink,Sale,-10.91,
06/28/2024,06/28/2024,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.22,
06/26/2024,06/28/2024,OXXO CARACOL PVA,Groceries,Sale,-7.60,
06/28/2024,06/28/2024,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.14,
06/27/2024,06/28/2024,CC SLAUGHTERS PUERTO VALL,Food & Drink,Sale,-4.98,
06/27/2024,06/28/2024,DISCOUNT VACATION COSTA,Travel,Return,38.00,
06/28/2024,06/28/2024,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.53,
06/27/2024,06/28/2024,MARGARITA GRILL,Food & Drink,Sale,-17.72,
06/25/2024,06/27/2024,VILLA DEL PALMAR TI,Travel,Sale,-1248.37,
06/27/2024,06/27/2024,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.89,
06/26/2024,06/27/2024,ANDALES R,Food & Drink,Sale,-29.91,
06/26/2024,06/27/2024,LYFT   *1 RIDE 06-25,Travel,Sale,-57.42,
06/25/2024,06/26/2024,DISCOUNT VACATION COSTA,Travel,Sale,-38.00,
06/25/2024,06/25/2024,Payment Thank You-Mobile,,Payment,1327.73,
06/24/2024,06/25/2024,BURGER KING #6054,Food & Drink,Sale,-10.76,
06/24/2024,06/25/2024,APPLE.COM/BILL,Shopping,Sale,-2.99,
06/25/2024,06/25/2024,LYFT   *1 RIDE 06-23,Travel,Sale,-6.99,
06/23/2024,06/24/2024,AMAZON MKTPL*8F7201AG3,Shopping,Sale,-24.02,
06/22/2024,06/23/2024,AMAZON MKTPL*803P26XC3,Shopping,Sale,-16.38,
06/20/2024,06/23/2024,UNITED      0162398656841,Travel,Sale,-370.52,
06/20/2024,06/23/2024,UNITED      0162398656840,Travel,Sale,-370.52,
06/17/2024,06/19/2024,McDonalds 2378,Food & Drink,Sale,-8.34,
06/18/2024,06/19/2024,AMAZON MKTPL*XB2UH6K93,Shopping,Sale,-10.87,
06/19/2024,06/19/2024,LYFT   *1 RIDE 06-17,Travel,Sale,-54.96,
06/16/2024,06/17/2024,PAYPAL *CARMENHEFFE,Shopping,Sale,-3.92,
06/15/2024,06/17/2024,CARLS JR 1100095,Food & Drink,Sale,-10.32,
06/16/2024,06/17/2024,CARLS JR 1100095,Food & Drink,Sale,-4.08,
06/15/2024,06/16/2024,AMAZON MKTPL*2U7QJ3T13,Shopping,Sale,-13.75,
06/15/2024,06/16/2024,24 Hour Fitness USA  I,Health & Wellness,Sale,-46.19,
06/11/2024,06/12/2024,PAYPAL *SUBWAY 14313,Food & Drink,Sale,-13.10,
06/10/2024,06/11/2024,ROVER.COM* PET SVCS.,Personal,Sale,-202.02,
06/09/2024,06/10/2024,PAYPAL *CHICK-FIL-A #0392,Food & Drink,Sale,-19.62,
06/09/2024,06/10/2024,PIZZA MY HEART,Food & Drink,Sale,-34.53,
06/10/2024,06/10/2024,NATIONAL BOARD OF MEDICAL,Education,Sale,-60.00,
06/09/2024,06/10/2024,Amazon Prime*8R1G61LR3,Bills & Utilities,Sale,-16.38,
06/06/2024,06/09/2024,7-ELEVEN 16346,Gas,Sale,-6.74,
06/06/2024,06/09/2024,McDonalds 778,Food & Drink,Sale,-10.30,
06/06/2024,06/07/2024,BURGER KING #4447,Food & Drink,Sale,-1.63,
06/04/2024,06/05/2024,PAYPAL *EBAY US,Shopping,Sale,-2.06,
06/04/2024,06/05/2024,PAYPAL *TCGPLAYER,Shopping,Sale,-10.15,
06/04/2024,06/05/2024,PAYPAL *EBAY US,Shopping,Sale,-1.75,
06/02/2024,06/04/2024,McDonalds 778,Food & Drink,Sale,-8.39,
06/03/2024,06/04/2024,7-ELEVEN 16346,Gas,Sale,-7.19,
06/03/2024,06/03/2024,Payment Thank You-Mobile,,Payment,82.96,
05/31/2024,06/02/2024,COSTCO WHSE #0149,Shopping,Sale,-9.24,
05/31/2024,06/02/2024,BURGER KING #4447,Food & Drink,Sale,-3.80,
05/31/2024,06/02/2024,McDonalds 778,Food & Drink,Sale,-7.20,
05/30/2024,05/31/2024,Payment Thank You-Mobile,,Payment,115.75,
05/29/2024,05/30/2024,NBOME COMLEX,Professional Services,Sale,-60.00,
05/29/2024,05/30/2024,BURGER KING #4447,Food & Drink,Sale,-2.72,
05/28/2024,05/29/2024,PAYPAL *STEAM GAMES,Entertainment,Sale,-13.99,
05/26/2024,05/28/2024,SAFEWAY #2607,Groceries,Sale,-4.14,
05/26/2024,05/27/2024,US PRO GAS,Gas,Sale,-47.64,
05/24/2024,05/26/2024,APPLE.COM/BILL,Shopping,Sale,-2.99,
05/25/2024,05/26/2024,LYFT   *1 RIDE 05-24,Travel,Sale,-46.99,
05/25/2024,05/26/2024,Payment Thank You-Mobile,,Payment,1139.64,
05/24/2024,05/24/2024,LYFT   *RIDE THU 11AM,Travel,Sale,-15.88,
05/20/2024,05/21/2024,SQ *BRONCO BILLY'S PIZZA,Food & Drink,Sale,-36.14,
05/17/2024,05/19/2024,AMZN Mktp US*BO2ID5XM3,Shopping,Sale,-10.93,
05/19/2024,05/19/2024,Amazon.com*MC1994BY3,Shopping,Sale,-44.84,
05/16/2024,05/17/2024,BURGER KING #4447,Food & Drink,Sale,-10.91,
05/16/2024,05/17/2024,AMZN Mktp US*WG1C314O3,Shopping,Sale,-15.56,
05/16/2024,05/17/2024,AMZN Mktp US*Z74OB7KF3,Shopping,Sale,-9.78,
05/15/2024,05/16/2024,24 Hour Fitness USA  I,Health & Wellness,Sale,-46.19,
05/16/2024,05/16/2024,AMZN Mktp US*4A00F6E33,Shopping,Sale,-33.23,
05/15/2024,05/16/2024,AMZN Mktp US*YF4205SC3,Shopping,Sale,-24.00,
05/12/2024,05/13/2024,McDonalds 17454,Food & Drink,Sale,-15.88,
05/12/2024,05/13/2024,PAYPAL *SUBWAY 14313,Food & Drink,Sale,-13.10,
05/12/2024,05/13/2024,Riot* LN4FG0JXBCKA,Shopping,Sale,-4.99,
05/09/2024,05/10/2024,Amazon Prime*L64DU4BS3,Bills & Utilities,Sale,-16.38,
05/09/2024,05/10/2024,COSTCO WHSE #0149,Shopping,Sale,-291.88,
05/09/2024,05/10/2024,COSTCO WHSE #0149,Shopping,Sale,-6.24,
05/08/2024,05/09/2024,PAYPAL *UT MEDICAL,Gifts & Donations,Sale,-11.00,
05/05/2024,05/06/2024,COSTCO WHSE #0149,Shopping,Sale,-120.76,
05/05/2024,05/06/2024,McDonalds 778,Food & Drink,Sale,-8.17,
05/03/2024,05/05/2024,SAFEWAY #2607,Groceries,Sale,-58.49,
05/03/2024,05/05/2024,PAYPAL *STEAM GAMES,Entertainment,Sale,-9.98,
05/04/2024,05/05/2024,SALT LAKE EXPRESS,Travel,Sale,-46.01,
05/02/2024,05/03/2024,BURGER KING #4447,Food & Drink,Sale,-8.06,
05/01/2024,05/02/2024,SP PREMIER YARNS.COM,Shopping,Sale,-35.93,
04/30/2024,05/01/2024,PAYPAL *BURGER KING #9268,Food & Drink,Sale,-12.48,
04/26/2024,04/28/2024,The Adobe Icebox,Food & Drink,Sale,-10.97,
04/24/2024,04/25/2024,APPLE.COM/BILL,Shopping,Sale,-2.99,
04/23/2024,04/24/2024,PY *PCRF,Gifts & Donations,Sale,-50.00,
04/21/2024,04/22/2024,RTI*TmobileTravel Hotels,Travel,Sale,-161.03,
04/19/2024,04/19/2024,Payment Thank You-Mobile,,Payment,803.58,
04/18/2024,04/19/2024,McDonalds 778,Food & Drink,Sale,-7.84,
04/17/2024,04/18/2024,AMERICAS-TIRE-CO CAL-15,Automotive,Sale,-638.14,
04/16/2024,04/16/2024,AMZN Mktp US*BS6O03OE3,Shopping,Sale,-9.78,
04/15/2024,04/16/2024,24 Hour Fitness USA  I,Health & Wellness,Sale,-46.19,
04/16/2024,04/16/2024,PAYPAL *SQ  THE GAME FORT,Shopping,Sale,-35.00,
04/16/2024,04/16/2024,Amazon.com*1W37V0H93,Shopping,Sale,-26.68,
04/16/2024,04/16/2024,AMZN Mktp US*AE4SH5GP3,Shopping,Sale,-9.82,
04/14/2024,04/16/2024,McDonalds 778,Food & Drink,Sale,-10.79,
04/15/2024,04/15/2024,Payment Thank You-Mobile,,Payment,210.33,
04/14/2024,04/15/2024,BURGER KING #4447,Food & Drink,Sale,-13.84,
04/14/2024,04/15/2024,AMZN Mktp US*OW2E36CR3,Shopping,Sale,-13.34,
04/13/2024,04/14/2024,CHATGPT SUBSCRIPTION,Shopping,Sale,-20.00,
04/12/2024,04/14/2024,SQ *LA BEST,Personal,Sale,-66.00,
04/09/2024,04/11/2024,COMMONS EAST CAFE,Food & Drink,Sale,-7.42,
04/09/2024,04/10/2024,Amazon Prime*RQ8O31960,Bills & Utilities,Sale,-16.38,
04/09/2024,04/10/2024,Amazon.com*XT9AP96H3,Shopping,Sale,-92.09,
04/08/2024,04/09/2024,AMZN Mktp US*YA8YI5FM3,Shopping,Sale,-8.44,
04/09/2024,04/09/2024,Payment Thank You-Mobile,,Payment,149.80,
04/06/2024,04/07/2024,AMZN Mktp US*0535664H3,Shopping,Sale,-25.92,
04/04/2024,04/05/2024,AMZN Mktp US*LH1YD43Z3,Shopping,Sale,-20.42,
04/04/2024,04/04/2024,AMZN Mktp US*KJ0NF7Y13,Shopping,Sale,-0.34,
04/01/2024,04/03/2024,CHICK-FIL-A #03876,Food & Drink,Sale,-17.49,
03/31/2024,04/01/2024,Subway 14313,Food & Drink,Sale,-8.73,
03/30/2024,03/31/2024,Payment Thank You-Mobile,,Payment,45.43,
03/30/2024,03/31/2024,LYFT   *1 RIDE 03-29,Travel,Sale,-52.68,
03/29/2024,03/31/2024,BURGER KING #4447,Food & Drink,Sale,-7.30,
03/29/2024,03/31/2024,LYFT   *1 RIDE 03-28,Travel,Sale,-16.92,
03/28/2024,03/29/2024,Subway 14313,Food & Drink,Sale,-10.58,
03/26/2024,03/27/2024,PAYPAL *BURGER KING #4447,Food & Drink,Sale,-7.09,
03/25/2024,03/25/2024,Payment Thank You-Mobile,,Payment,10545.67,
03/24/2024,03/25/2024,APPLE.COM/BILL,Shopping,Sale,-2.99,
03/24/2024,03/25/2024,BURGER KING #4447,Food & Drink,Sale,-10.91,
03/23/2024,03/25/2024,7-ELEVEN 16346,Gas,Sale,-13.86,
03/23/2024,03/24/2024,ROCKY VISTA UNIVERSITY,Education,Sale,-10000.00,
03/22/2024,03/24/2024,SANTA CRUZ GROCERY,Groceries,Sale,-16.51,
03/23/2024,03/24/2024,COSTCO WHSE #0149,Shopping,Sale,-69.62,
03/24/2024,03/24/2024,Subway 14313,Food & Drink,Sale,-9.81,
03/23/2024,03/24/2024,HERNANDEZ MARKET #2,Groceries,Sale,-9.88,
03/22/2024,03/22/2024,WWW COSTCO COM,Shopping,Sale,-50.00,
03/20/2024,03/21/2024,COSTCO WHSE #0149,Shopping,Sale,-2.17,
03/17/2024,03/18/2024,WINGSTOP 570 OLO,Food & Drink,Sale,-30.78,
03/17/2024,03/18/2024,DELTA AIR   Baggage Fee,Travel,Sale,-35.00,
03/17/2024,03/18/2024,McDonalds 778,Food & Drink,Sale,-11.11,
03/15/2024,03/17/2024,DELTA AIR   0062219975232,Travel,Sale,-173.10,
03/15/2024,03/17/2024,24 Hour Fitness USA  I,Health & Wellness,Sale,-46.19,
03/16/2024,03/17/2024,Payment Thank You-Mobile,,Payment,194.62,
03/16/2024,03/17/2024,LYFT   *2 RIDES 03-15,Travel,Sale,-52.71,
03/14/2024,03/17/2024,ARCO #42555 AMPM,Gas,Sale,-42.92,
03/15/2024,03/17/2024,BURGER KING #4447,Food & Drink,Sale,-9.82,
03/16/2024,03/17/2024,24 Hour Fitness USA  I,Health & Wellness,Return,13.95,
03/13/2024,03/13/2024,CHATGPT SUBSCRIPTION,Shopping,Sale,-20.00,
03/08/2024,03/10/2024,BURGER KING #4447,Food & Drink,Sale,-9.82,
03/09/2024,03/10/2024,Amazon Prime*RN9RF26K2,Bills & Utilities,Sale,-16.38,
03/07/2024,03/08/2024,KFC J681004,Food & Drink,Sale,-12.25,
03/06/2024,03/08/2024,7-ELEVEN 16346,Gas,Sale,-8.28,
03/07/2024,03/08/2024,US PRO GAS,Gas,Sale,-41.41,
03/05/2024,03/06/2024,COSTCO WHSE #0149,Shopping,Sale,-1.89,
03/05/2024,03/06/2024,COSTCO WHSE #0149,Health & Wellness,Sale,-1.67,
03/04/2024,03/05/2024,WWW.AMWELL.COM,Health & Wellness,Sale,-55.00,
03/04/2024,03/05/2024,COSTCO WHSE #0149,Health & Wellness,Sale,-4.68,
03/04/2024,03/05/2024,COSTCO WHSE #0149,Shopping,Sale,-3.18,
03/03/2024,03/04/2024,Payment Thank You-Mobile,,Payment,235.02,
03/02/2024,03/04/2024,SAFEWAY #2607,Groceries,Sale,-20.06,
03/02/2024,03/03/2024,LYFT   *2 RIDES 02-29,Travel,Sale,-60.90,
03/01/2024,03/03/2024,SAFEWAY #2607,Groceries,Sale,-78.06,
02/29/2024,03/03/2024,COMMONS EAST CAFE,Food & Drink,Sale,-1.64,
02/29/2024,03/03/2024,COMMONS EAST CAFE,Food & Drink,Sale,-11.87,
03/01/2024,03/03/2024,IN-N-OUT SANTA CLARA,Food & Drink,Sale,-15.99,
02/24/2024,02/26/2024,SAFEWAY #2607,Groceries,Sale,-40.90,
02/25/2024,02/26/2024,McDonalds 778,Food & Drink,Sale,-6.87,
02/25/2024,02/26/2024,BURGER KING #2066,Food & Drink,Sale,-7.09,
02/24/2024,02/25/2024,APPLE.COM/BILL,Shopping,Sale,-2.99,
02/23/2024,02/25/2024,COSTCO WHSE #0149,Shopping,Sale,-8.71,
02/23/2024,02/25/2024,Payment Thank You-Mobile,,Payment,1144.57,
02/22/2024,02/23/2024,PAYPAL *FRONTGATETX SICKN,Entertainment,Sale,-221.95,
02/19/2024,02/20/2024,BURGER KING #4447,Food & Drink,Sale,-11.34,
02/15/2024,02/16/2024,AMZN Mktp US,Shopping,Return,23.63,
02/16/2024,02/16/2024,AMZN Mktp US,Shopping,Return,24.97,
02/15/2024,02/16/2024,24 Hour Fitness USA  I,Health & Wellness,Sale,-46.19,
02/14/2024,02/15/2024,AMZN Mktp US*RI3FC3DB0,Shopping,Sale,-28.71,
02/14/2024,02/15/2024,AMZN Mktp US*RB58Q8SX1,Shopping,Sale,-7.84,
02/13/2024,02/14/2024,AMZN Mktp US*RI1TS0B00,Shopping,Sale,-16.00,
02/13/2024,02/13/2024,CHATGPT SUBSCRIPTION,Shopping,Sale,-20.00,
02/08/2024,02/11/2024,CHICK-FIL-A #03876,Food & Drink,Sale,-16.03,
02/09/2024,02/11/2024,BURGER KING #4447,Food & Drink,Sale,-7.09,
02/10/2024,02/11/2024,BURGER KING #4447,Food & Drink,Sale,-11.22,
02/09/2024,02/09/2024,Amazon Prime*RB9EX1FD1,Bills & Utilities,Sale,-16.38,
02/08/2024,02/09/2024,7-ELEVEN 16346,Gas,Sale,-6.50,
02/05/2024,02/06/2024,TST* THE BAGELRY - CEDAR,Food & Drink,Sale,-6.35,
02/06/2024,02/06/2024,AMZN Mktp US*RB9JN6P90,Shopping,Sale,-28.05,
02/04/2024,02/05/2024,AMZN Mktp US*RB7XA4LC0,Shopping,Sale,-51.36,
02/05/2024,02/05/2024,Subway 14313,Food & Drink,Sale,-6.54,
02/04/2024,02/05/2024,McDonalds 778,Food & Drink,Sale,-14.17,
02/01/2024,02/04/2024,STATE OF CALIF DMV INT SC,Bills & Utilities,Sale,-33.00,
02/02/2024,02/04/2024,UBER   TRIP,Travel,Sale,-47.92,
02/02/2024,02/04/2024,SAFEWAY #2607,Groceries,Sale,-57.54,
02/02/2024,02/04/2024,LYFT   *1 RIDE 02-01,Travel,Sale,-61.17,
02/01/2024,02/04/2024,CA DMV FEE,Bills & Utilities,Sale,-0.64,
02/02/2024,02/04/2024,SAFEWAY #2607,Groceries,Sale,-21.57,
02/02/2024,02/04/2024,AMZN Mktp US*R25JF4UF0,Shopping,Sale,-48.60,
02/01/2024,02/02/2024,7-ELEVEN 16346,Gas,Sale,-14.69,
01/31/2024,02/01/2024,FOSTERS FREEZE #91,Food & Drink,Sale,-10.95,
01/29/2024,01/30/2024,McDonalds 778,Food & Drink,Sale,-7.30,
01/28/2024,01/29/2024,PAYPAL *PANDARESTAU,Food & Drink,Sale,-19.40,
01/27/2024,01/29/2024,CRABSLAYER,Professional Services,Sale,-53.00,
01/27/2024,01/29/2024,SAFEWAY #2607,Groceries,Sale,-18.35,
01/26/2024,01/28/2024,SAFEWAY #2607,Groceries,Sale,-50.02,
01/26/2024,01/28/2024,PAYPAL *CARISSADELACRUZ05,Professional Services,Sale,-21.86,
01/26/2024,01/28/2024,McDonalds 778,Food & Drink,Sale,-4.91,
01/26/2024,01/26/2024,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,66.57,
01/25/2024,01/26/2024,CVS/PHARMACY #09332,Health & Wellness,Sale,-19.46,
01/25/2024,01/26/2024,BURGER KING #4447,Food & Drink,Sale,-2.28,
01/24/2024,01/25/2024,APPLE.COM/BILL,Shopping,Sale,-2.99,
01/23/2024,01/25/2024,COMMONS EAST CAFE,Food & Drink,Sale,-10.84,
01/23/2024,01/24/2024,A FRESH ATTRC CART LAS,Food & Drink,Sale,-4.32,
01/22/2024,01/24/2024,SHAKE SHACK LAS,Food & Drink,Sale,-18.25,
01/22/2024,01/23/2024,PAYPAL *FRONTGATETX SICKN,Entertainment,Sale,-214.96,
01/23/2024,01/23/2024,Payment Thank You-Mobile,,Payment,449.30,
01/21/2024,01/22/2024,SQ *FEELLOVE COFFEE AT SN,Food & Drink,Sale,-15.41,
01/19/2024,01/21/2024,FAMILY DOLLAR,Shopping,Sale,-31.55,
01/19/2024,01/21/2024,RED MOUNTAIN MARKET,Groceries,Sale,-7.81,
01/18/2024,01/19/2024,DIGBY'S MARKET,Groceries,Sale,-9.85,
01/17/2024,01/18/2024,Amazon.com*R87MN86Q0,Shopping,Sale,-134.87,
01/16/2024,01/17/2024,AMZN Mktp US*R85J81M50,Shopping,Sale,-15.44,
01/16/2024,01/16/2024,Payment Thank You-Mobile,,Payment,2239.21,
01/14/2024,01/16/2024,SPIRIT AIRL 4870377578311,Travel,Sale,-188.18,
01/15/2024,01/16/2024,24 Hour Fitness USA  I,Health & Wellness,Sale,-46.19,
01/14/2024,01/15/2024,McDonalds 4412,Food & Drink,Sale,-10.12,
01/14/2024,01/15/2024,JOY PARK FLY,Travel,Sale,-79.20,
01/14/2024,01/15/2024,SOUL RAMEN,Food & Drink,Sale,-43.33,
01/14/2024,01/14/2024,Payment Thank You-Mobile,,Payment,11630.66,
01/13/2024,01/14/2024,BURGER KING #4447,Food & Drink,Sale,-7.09,
01/12/2024,01/14/2024,SAFEWAY #2607,Groceries,Sale,-27.61,
01/13/2024,01/14/2024,CHATGPT SUBSCRIPTION,Shopping,Sale,-20.00,
01/13/2024,01/14/2024,ROCKY VISTA UNIVERSITY,Education,Sale,-2028.00,
01/12/2024,01/14/2024,AMZN Mktp US*RT7O24PK2,Shopping,Sale,-23.86,
01/11/2024,01/12/2024,TN GA INST TECH PAYPATH,Education,Sale,-24.40,
01/11/2024,01/12/2024,GA INST TECH PAYPATH,Education,Sale,-827.00,
01/11/2024,01/12/2024,BURGER KING #4447,Food & Drink,Sale,-7.08,
01/10/2024,01/11/2024,US PRO GAS,Gas,Sale,-35.73,
01/09/2024,01/10/2024,Amazon Prime*RT8D83GL0,Bills & Utilities,Sale,-16.38,
01/08/2024,01/09/2024,ROCKY VISTA UNIVERSITY,Education,Sale,-10000.00,
01/08/2024,01/09/2024,NATIONAL BOARD OF MEDICAL,Education,Sale,-670.00,
01/08/2024,01/08/2024,Payment Thank You-Mobile,,Payment,10199.74,
01/07/2024,01/08/2024,BURGER KING #4447,Food & Drink,Sale,-11.88,
01/04/2024,01/08/2024,JALAPENOS TAQUERIA,Food & Drink,Sale,-8.19,
01/06/2024,01/08/2024,DELTA AIR   Baggage Fee,Travel,Sale,-30.00,
01/05/2024,01/07/2024,COSTCO WHSE #0149,Shopping,Sale,-54.08,
01/04/2024,01/07/2024,SPIRIT AIRL 4870376434154,Travel,Sale,-71.18,
01/06/2024,01/07/2024,COSTCO WHSE #0149,Shopping,Sale,-4.36,
01/05/2024,01/07/2024,SAFEWAY #2607,Groceries,Sale,-43.56,
01/06/2024,01/07/2024,Subway 14313,Food & Drink,Sale,-15.28,
01/05/2024,01/07/2024,BOARDWALK FOOD CARTS,Food & Drink,Sale,-7.09,
01/05/2024,01/07/2024,7-ELEVEN 16346,Gas,Sale,-4.19,
01/06/2024,01/07/2024,Payment Thank You-Mobile,,Payment,935.23,
01/06/2024,01/07/2024,ROCKY VISTA UNIVERSITY,Education,Sale,-10000.00,
01/04/2024,01/05/2024,SALT LAKE EXPRESS,Travel,Sale,-79.25,
01/02/2024,01/04/2024,TST* ZACHARYS RESTAURANT,Food & Drink,Sale,-50.00,
01/01/2024,01/02/2024,Payment Thank You-Mobile,,Payment,595.48,
01/01/2024,01/02/2024,NBOME COMLEX,Professional Services,Sale,-730.00,
01/02/2024,01/02/2024,ROVER.COM* PET SVCS.,Personal,Sale,-56.61,
01/01/2024,01/02/2024,7-ELEVEN 16346,Gas,Sale,-2.99,
12/30/2023,01/01/2024,SAFEWAY #2607,Groceries,Sale,-16.38,
