Transaction Date,Description,Category,Type,Amount
4/4/2024,AMZN Mktp US*LH1YD43Z3,Shopping,Sale,-20.42
4/4/2024,AMZN Mktp US*KJ0NF7Y13,Shopping,Sale,-0.34
4/1/2024,CHICK-FIL-A #03876,Food & Drink,Sale,-17.49
3/31/2024,Subway 14313,Food & Drink,Sale,-8.73
3/30/2024,Payment Thank You-Mobile,,Payment,45.43
3/30/2024,LYFT   *1 RIDE 03-29,Travel,Sale,-52.68
3/29/2024,BURGER KING #4447,Food & Drink,Sale,-7.3
3/29/2024,LYFT   *1 RIDE 03-28,Travel,Sale,-16.92
3/28/2024,Subway 14313,Food & Drink,Sale,-10.58
3/26/2024,PAYPAL *BURGER KING #4447,Food & Drink,Sale,-7.09
3/25/2024,Payment Thank You-Mobile,,Payment,10545.67
3/24/2024,APPLE.COM/BILL,Shopping,Sale,-2.99
3/24/2024,BURGER KING #4447,Food & Drink,Sale,-10.91
3/23/2024,7-ELEVEN 16346,Gas,Sale,-13.86
3/23/2024,ROCKY VISTA UNIVERSITY,Education,Sale,-10000
3/22/2024,SANTA CRUZ GROCERY,Groceries,Sale,-16.51
3/23/2024,COSTCO WHSE #0149,Shopping,Sale,-69.62
3/24/2024,Subway 14313,Food & Drink,Sale,-9.81
3/23/2024,HERNANDEZ MARKET #2,Groceries,Sale,-9.88
3/22/2024,WWW COSTCO COM,Shopping,Sale,-50
3/20/2024,COSTCO WHSE #0149,Shopping,Sale,-2.17
3/17/2024,WINGSTOP 570 OLO,Food & Drink,Sale,-30.78
3/17/2024,DELTA AIR   Baggage Fee,Travel,Sale,-35
3/17/2024,McDonalds 778,Food & Drink,Sale,-11.11
3/15/2024,DELTA AIR   0062219975232,Travel,Sale,-173.1
3/15/2024,24 Hour Fitness USA  I,Health & Wellness,Sale,-46.19
3/16/2024,Payment Thank You-Mobile,,Payment,194.62
3/16/2024,LYFT   *2 RIDES 03-15,Travel,Sale,-52.71
3/14/2024,ARCO #42555 AMPM,Gas,Sale,-42.92
3/15/2024,BURGER KING #4447,Food & Drink,Sale,-9.82
3/16/2024,24 Hour Fitness USA  I,Health & Wellness,Return,13.95
3/13/2024,CHATGPT SUBSCRIPTION,Shopping,Sale,-20
3/8/2024,BURGER KING #4447,Food & Drink,Sale,-9.82
3/9/2024,Amazon Prime*RN9RF26K2,Bills & Utilities,Sale,-16.38
3/7/2024,KFC J681004,Food & Drink,Sale,-12.25
3/6/2024,7-ELEVEN 16346,Gas,Sale,-8.28
3/7/2024,US PRO GAS,Gas,Sale,-41.41
3/5/2024,COSTCO WHSE #0149,Shopping,Sale,-1.89
3/5/2024,COSTCO WHSE #0149,Health & Wellness,Sale,-1.67
3/4/2024,WWW.AMWELL.COM,Health & Wellness,Sale,-55
3/4/2024,COSTCO WHSE #0149,Health & Wellness,Sale,-4.68
3/4/2024,COSTCO WHSE #0149,Shopping,Sale,-3.18
3/3/2024,Payment Thank You-Mobile,,Payment,235.02
3/2/2024,SAFEWAY #2607,Groceries,Sale,-20.06
3/2/2024,LYFT   *2 RIDES 02-29,Travel,Sale,-60.9
3/1/2024,SAFEWAY #2607,Groceries,Sale,-78.06
2/29/2024,COMMONS EAST CAFE,Food & Drink,Sale,-1.64
2/29/2024,COMMONS EAST CAFE,Food & Drink,Sale,-11.87
3/1/2024,IN-N-OUT SANTA CLARA,Food & Drink,Sale,-15.99
2/24/2024,SAFEWAY #2607,Groceries,Sale,-40.9
2/25/2024,McDonalds 778,Food & Drink,Sale,-6.87
2/25/2024,BURGER KING #2066,Food & Drink,Sale,-7.09
2/24/2024,APPLE.COM/BILL,Shopping,Sale,-2.99
2/23/2024,COSTCO WHSE #0149,Shopping,Sale,-8.71
2/23/2024,Payment Thank You-Mobile,,Payment,1144.57
2/22/2024,PAYPAL *FRONTGATETX SICKN,Entertainment,Sale,-221.95
2/19/2024,BURGER KING #4447,Food & Drink,Sale,-11.34
2/15/2024,AMZN Mktp US,Shopping,Return,23.63
2/16/2024,AMZN Mktp US,Shopping,Return,24.97
2/15/2024,24 Hour Fitness USA  I,Health & Wellness,Sale,-46.19
2/14/2024,AMZN Mktp US*RI3FC3DB0,Shopping,Sale,-28.71
2/14/2024,AMZN Mktp US*RB58Q8SX1,Shopping,Sale,-7.84
2/13/2024,AMZN Mktp US*RI1TS0B00,Shopping,Sale,-16
2/13/2024,CHATGPT SUBSCRIPTION,Shopping,Sale,-20
2/8/2024,CHICK-FIL-A #03876,Food & Drink,Sale,-16.03
2/9/2024,BURGER KING #4447,Food & Drink,Sale,-7.09
2/10/2024,BURGER KING #4447,Food & Drink,Sale,-11.22
2/9/2024,Amazon Prime*RB9EX1FD1,Bills & Utilities,Sale,-16.38
2/8/2024,7-ELEVEN 16346,Gas,Sale,-6.5
2/5/2024,TST* THE BAGELRY - CEDAR,Food & Drink,Sale,-6.35
2/6/2024,AMZN Mktp US*RB9JN6P90,Shopping,Sale,-28.05
2/4/2024,AMZN Mktp US*RB7XA4LC0,Shopping,Sale,-51.36
2/5/2024,Subway 14313,Food & Drink,Sale,-6.54
2/4/2024,McDonalds 778,Food & Drink,Sale,-14.17
2/1/2024,STATE OF CALIF DMV INT SC,Bills & Utilities,Sale,-33
2/2/2024,UBER   TRIP,Travel,Sale,-47.92
2/2/2024,SAFEWAY #2607,Groceries,Sale,-57.54
2/2/2024,LYFT   *1 RIDE 02-01,Travel,Sale,-61.17
2/1/2024,CA DMV FEE,Bills & Utilities,Sale,-0.64
2/2/2024,SAFEWAY #2607,Groceries,Sale,-21.57
2/2/2024,AMZN Mktp US*R25JF4UF0,Shopping,Sale,-48.6
2/1/2024,7-ELEVEN 16346,Gas,Sale,-14.69
1/31/2024,FOSTERS FREEZE #91,Food & Drink,Sale,-10.95
1/29/2024,McDonalds 778,Food & Drink,Sale,-7.3
1/28/2024,PAYPAL *PANDARESTAU,Food & Drink,Sale,-19.4
1/27/2024,CRABSLAYER,Professional Services,Sale,-53
1/27/2024,SAFEWAY #2607,Groceries,Sale,-18.35
1/26/2024,SAFEWAY #2607,Groceries,Sale,-50.02
1/26/2024,PAYPAL *CARISSADELACRUZ05,Professional Services,Sale,-21.86
1/26/2024,McDonalds 778,Food & Drink,Sale,-4.91
1/26/2024,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,66.57
1/25/2024,CVS/PHARMACY #09332,Health & Wellness,Sale,-19.46
1/25/2024,BURGER KING #4447,Food & Drink,Sale,-2.28
1/24/2024,APPLE.COM/BILL,Shopping,Sale,-2.99
1/23/2024,COMMONS EAST CAFE,Food & Drink,Sale,-10.84
1/23/2024,A FRESH ATTRC CART LAS,Food & Drink,Sale,-4.32
1/22/2024,SHAKE SHACK LAS,Food & Drink,Sale,-18.25
1/22/2024,PAYPAL *FRONTGATETX SICKN,Entertainment,Sale,-214.96
1/23/2024,Payment Thank You-Mobile,,Payment,449.3
1/21/2024,SQ *FEELLOVE COFFEE AT SN,Food & Drink,Sale,-15.41
1/19/2024,FAMILY DOLLAR,Shopping,Sale,-31.55
1/19/2024,RED MOUNTAIN MARKET,Groceries,Sale,-7.81
1/18/2024,DIGBY'S MARKET,Groceries,Sale,-9.85
1/17/2024,Amazon.com*R87MN86Q0,Shopping,Sale,-134.87
1/16/2024,AMZN Mktp US*R85J81M50,Shopping,Sale,-15.44
1/16/2024,Payment Thank You-Mobile,,Payment,2239.21
1/14/2024,SPIRIT AIRL 4870377578311,Travel,Sale,-188.18
1/15/2024,24 Hour Fitness USA  I,Health & Wellness,Sale,-46.19
1/14/2024,McDonalds 4412,Food & Drink,Sale,-10.12
1/14/2024,JOY PARK FLY,Travel,Sale,-79.2
1/14/2024,SOUL RAMEN,Food & Drink,Sale,-43.33
1/14/2024,Payment Thank You-Mobile,,Payment,11630.66
1/13/2024,BURGER KING #4447,Food & Drink,Sale,-7.09
1/12/2024,SAFEWAY #2607,Groceries,Sale,-27.61
1/13/2024,CHATGPT SUBSCRIPTION,Shopping,Sale,-20
1/13/2024,ROCKY VISTA UNIVERSITY,Education,Sale,-2028
1/12/2024,AMZN Mktp US*RT7O24PK2,Shopping,Sale,-23.86
1/11/2024,TN GA INST TECH PAYPATH,Education,Sale,-24.4
1/11/2024,GA INST TECH PAYPATH,Education,Sale,-827
1/11/2024,BURGER KING #4447,Food & Drink,Sale,-7.08
1/10/2024,US PRO GAS,Gas,Sale,-35.73
1/9/2024,Amazon Prime*RT8D83GL0,Bills & Utilities,Sale,-16.38
1/8/2024,ROCKY VISTA UNIVERSITY,Education,Sale,-10000
1/8/2024,NATIONAL BOARD OF MEDICAL,Education,Sale,-670
1/8/2024,Payment Thank You-Mobile,,Payment,10199.74
1/7/2024,BURGER KING #4447,Food & Drink,Sale,-11.88
1/4/2024,JALAPENOS TAQUERIA,Food & Drink,Sale,-8.19
1/6/2024,DELTA AIR   Baggage Fee,Travel,Sale,-30
1/5/2024,COSTCO WHSE #0149,Shopping,Sale,-54.08
1/4/2024,SPIRIT AIRL 4870376434154,Travel,Sale,-71.18
1/6/2024,COSTCO WHSE #0149,Shopping,Sale,-4.36
1/5/2024,SAFEWAY #2607,Groceries,Sale,-43.56
1/6/2024,Subway 14313,Food & Drink,Sale,-15.28
1/5/2024,BOARDWALK FOOD CARTS,Food & Drink,Sale,-7.09
1/5/2024,7-ELEVEN 16346,Gas,Sale,-4.19
1/6/2024,Payment Thank You-Mobile,,Payment,935.23
1/6/2024,ROCKY VISTA UNIVERSITY,Education,Sale,-10000
1/4/2024,SALT LAKE EXPRESS,Travel,Sale,-79.25
1/2/2024,TST* ZACHARYS RESTAURANT,Food & Drink,Sale,-50
1/1/2024,Payment Thank You-Mobile,,Payment,595.48
1/1/2024,NBOME COMLEX,Professional Services,Sale,-730
1/2/2024,ROVER.COM* PET SVCS.,Personal,Sale,-56.61
1/1/2024,7-ELEVEN 16346,Gas,Sale,-2.99
12/30/2023,SAFEWAY #2607,Groceries,Sale,-16.38
