TransactionDate,Description,Category,Type,Amount
06/28/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.33
06/25/2023,FAMILYMART,Groceries,Sale,-11.01
06/28/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.16
06/25/2023,FAMILYMART,Groceries,Sale,-5.54
06/27/2023,AGODA.COM CARAVELLE,Travel,Sale,-58.41
06/28/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.35
06/26/2023,UESHIMAKO-HI-TENKUROMON,Food & Drink,Sale,-11.98
06/28/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.31
06/26/2023,RAKUTENPAY SUPAPOTETOOTAR,Shopping,Sale,-10.61
06/28/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.67
06/24/2023,TEAMLABBOTANICALGARDENO,Entertainment,Sale,-22.43
06/27/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.58
06/24/2023,NANIWANOKUSHIKATSUSHICHIF,Food & Drink,Sale,-19.51
06/27/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.26
06/25/2023,ICHIRANUMEDASHIBATATEN,Food & Drink,Sale,-8.89
06/27/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.25
06/24/2023,OSAKAJOHONJIN7,Shopping,Sale,-8.34
06/27/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.46
06/24/2023,OSAKAJOHONJIN3,Shopping,Sale,-15.42
06/27/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-2.53
06/25/2023,DAIMARU UMEDA,Shopping,Sale,-84.65
06/26/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.29
06/24/2023,CAFE JRNANBAWARK,Food & Drink,Sale,-9.74
06/26/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.28
06/23/2023,POUNDHOUSE,Food & Drink,Sale,-9.4
06/26/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.22
06/23/2023,MKTAXI,Travel,Sale,-7.36
06/26/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.35
06/24/2023,NAKAU,Food & Drink,Sale,-11.77
06/26/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.18
06/23/2023,SEVEN-ELEVEN,Groceries,Sale,-6.25
06/26/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.65
06/22/2023,SEVEN-ELEVEN,Groceries,Sale,-21.89
06/26/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.38
06/24/2023,SHINSEKAIKUSIKATSUITTOKU,Food & Drink,Sale,-12.8
06/22/2023,CREDIT ADJUSTMENT,Fees & Adjustments,Refund,1.2
06/25/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Refund,1.2
06/19/2023,TOKYO TOWER TOP DECK,Entertainment,Adjustment,40.04
06/25/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.22
06/21/2023,SEVEN-ELEVEN,Groceries,Sale,-7.49
06/24/2023,APPLE.COM/BILL,Shopping,Sale,-2.99
06/25/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.05
06/21/2023,SEVEN-ELEVEN,Groceries,Sale,-1.8
06/25/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.51
06/22/2023,ROQUE KYOTOTEN,Shopping,Sale,-17.13
06/25/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.25
06/22/2023,NIJO-JO CASTLE,Entertainment,Sale,-8.49
06/25/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.63
06/22/2023,NAKADACHIURIKYUKEIJO SHOK,Food & Drink,Sale,-21.03
06/25/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-1.44
06/22/2023,POKEMON CENTER KYOTO,Shopping,Sale,-48.07
06/25/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.67
06/23/2023,DONQUIJOTE DOTONBORIMIDOS,Shopping,Sale,-22.47
06/25/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.5
06/22/2023,NIJO-JO CASTLE,Entertainment,Sale,-16.99
06/25/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.57
06/22/2023,BA- KASUKU,Food & Drink,Sale,-19.11
06/25/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.93
06/22/2023,RAKUTENPAY KYOTAKINIKUASA,Food & Drink,Sale,-31.26
06/23/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.34
06/21/2023,RAKURAKU,Shopping,Sale,-11.65
06/23/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.21
06/21/2023,BA-GA-KINGU,Food & Drink,Sale,-7.01
06/23/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.23
06/21/2023,BA-GA-KINGU,Food & Drink,Sale,-7.93
06/23/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.08
06/21/2023,KIYOMIZU KYOAMI,Shopping,Sale,-2.97
06/23/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.23
06/20/2023,MCDONALD'S,Food & Drink,Sale,-7.7
06/23/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.53
06/21/2023,KINKAKUJIBAITENHONTEN/NFC,Shopping,Sale,-17.99
06/23/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.12
06/21/2023,SEIJOISHIIKOTOCHIKAKYOTO,Groceries,Sale,-4.31
06/23/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.2
06/20/2023,SEVEN-ELEVEN,Groceries,Sale,-6.79
06/22/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.51
06/20/2023,JR EAST SHOPPING CENTER,Shopping,Sale,-17.1
06/22/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.02
06/19/2023,DAILY YAMAZAKI,Groceries,Sale,-0.83
06/22/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-1.2
06/19/2023,TOKYO TOWER TOP DECK,Entertainment,Sale,-40.04
06/22/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.25
06/20/2023,GIONGOZU,Food & Drink,Sale,-8.34
06/22/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.81
06/19/2023,DENGAMA,Shopping,Sale,-27.03
06/21/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.31
06/19/2023,RYUSHODO UENO,Personal,Sale,-10.58
06/21/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.37
06/19/2023,KUSHIAGEJURAKU AMEYOKO,Food & Drink,Sale,-12.58
06/19/2023,BIC CAMERA AKASAKAMITSUKE,Shopping,Sale,-1.31
06/21/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-1.35
06/18/2023,TEAMLAB PLANETS TOKYO,Shopping,Sale,-45.32
06/21/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.04
06/18/2023,FAMILYMART,Groceries,Sale,-1.34
06/21/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.15
06/18/2023,DAILY YAMAZAKI,Groceries,Sale,-5.19
06/21/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.06
06/18/2023,SUGI PHARMACY,Shopping,Sale,-2.18
06/20/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.69
06/18/2023,JEANSMATE,Shopping,Sale,-23.32
06/19/2023,EXPEDIA 72585868890867,Travel,Sale,-65.72
06/20/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-1.61
06/18/2023,SEKANDOSUTORITOSHIBUYAJIN,Shopping,Sale,-53.67
06/20/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-1.39
06/18/2023,HARAJYUKU CST&amp;P,Shopping,Sale,-46.41
06/20/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.8
06/18/2023,KINMIRAIGYOZA H,Food & Drink,Sale,-26.96
06/20/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.03
06/17/2023,DAILY YAMAZAKI,Groceries,Sale,-1.22
06/20/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.62
06/17/2023,MS AKIHABARA 3F,Shopping,Sale,-20.95
06/20/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.15
06/17/2023,SEVEN-ELEVEN,Groceries,Sale,-5.07
06/20/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.12
06/17/2023,FAMILYMART,Groceries,Sale,-4.04
06/19/2023,AMZN Mktp US,Shopping,Return,0.01
06/19/2023,AMZN Mktp US,Shopping,Return,13.22
06/19/2023,COMCAST CALIFORNIA,Bills & Utilities,Sale,-76.0
06/19/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.3
06/17/2023,SHIMIZUYAYARITASHOTEN,Shopping,Sale,-10.23
06/19/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.12
06/16/2023,FAMILYMART,Groceries,Sale,-4.06
06/19/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.57
06/18/2023,HARAJUKUFUROMU,Shopping,Sale,-19.16
06/19/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.12
06/16/2023,FAMILYMART,Groceries,Sale,-4.29
06/19/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.79
06/16/2023,SANZOKU,Food & Drink,Sale,-26.43
06/19/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-1.82
06/17/2023,MAIDREAMIN DENKIGAIGUTI,Food & Drink,Sale,-60.84
06/18/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.66
06/15/2023,YVR CHURCH'S CHICKEN,Food & Drink,Sale,-22.1
06/16/2023,LYFT   *1 RIDE 06-15,Travel,Sale,-34.9
06/15/2023,McDonalds 6023,Food & Drink,Sale,-5.87
06/15/2023,McDonalds 6023,Food & Drink,Sale,-6.53
06/15/2023,24 Hour Fitness USA  I,Health & Wellness,Sale,-43.99
06/15/2023,TMOBILE*AUTO PAY,Bills & Utilities,Sale,-152.64
06/13/2023,ROVER.COM* PET SVCS.,Personal,Sale,-119.88
06/13/2023,CHATGPT SUBSCRIPTION,Shopping,Sale,-20.0
06/12/2023,AMZN Mktp US*CK5IL1P33,Shopping,Sale,-29.55
06/12/2023,LYFT   *1 RIDE 06-10,Travel,Sale,-21.99
06/12/2023,AMZN Mktp US*7M0381RP3,Shopping,Sale,-21.62
06/11/2023,WAL-MART #2119,Groceries,Sale,-2.72
06/10/2023,THE UPS STORE 1128,Personal,Sale,-1.5
06/11/2023,IN N OUT BURGER 194,Food & Drink,Sale,-17.81
06/11/2023,99 RANCH #1766,Groceries,Sale,-12.97
06/10/2023,SAFEWAY #2607,Groceries,Sale,-73.7
06/10/2023,SANTA CRUZ GAS &amp; SHOP,Gas,Sale,-38.89
06/10/2023,Amazon.com*F79MI3Q03,Shopping,Sale,-12.53
06/09/2023,DELTA AIR   Baggage Fee,Travel,Sale,-30.0
06/08/2023,GEORGIA TECH ONLINE ORDER,Education,Sale,-75.0
06/09/2023,Amazon Prime*WR2M853X3,Bills & Utilities,Sale,-16.38
06/09/2023,I SHANGHAI DELIGHT,Food & Drink,Sale,-70.0
06/09/2023,COSTCO WHSE #0778,Shopping,Sale,-63.26
06/07/2023,STARBUCKS STORE 51096,Food & Drink,Sale,-5.75
06/08/2023,Amazon.com*IK4404BS3,Shopping,Sale,-45.22
06/07/2023,BLUECHEW.COM,Health & Wellness,Sale,-37.55
06/06/2023,US PRO GAS,Gas,Sale,-40.02
06/05/2023,7-ELEVEN 16346,Gas,Sale,-11.47
06/05/2023,McDonalds 778,Food & Drink,Sale,-4.24
06/04/2023,AMZN Mktp US*EB5IA8XL3,Shopping,Sale,-16.38
06/04/2023,AMZN Mktp US*TO3KB8FQ3,Shopping,Sale,-35.34
06/02/2023,SAFEWAY #2607,Groceries,Sale,-27.89
06/03/2023,AMZN Mktp US*X46MF3103,Shopping,Sale,-32.76
06/02/2023,CARLS JR,Food & Drink,Sale,-7.89
06/01/2023,SQ *BAREBOTTLE BREWING CO,Groceries,Sale,-14.73
05/31/2023,STARBUCKS STORE 51096,Food & Drink,Sale,-5.25
06/01/2023,SQ *BAREBOTTLE BREWING CO,Groceries,Sale,-11.59
05/29/2023,AMZN Mktp US*TO2MN20A3,Shopping,Sale,-25.02
05/28/2023,CARLS JR,Food & Drink,Sale,-16.13
05/26/2023,SAFEWAY #2607,Groceries,Sale,-33.58
05/26/2023,BURGER KING #4447,Food & Drink,Sale,-2.39
05/27/2023,LYFT   *1 RIDE 05-25,Travel,Sale,-21.71
05/24/2023,APPLE.COM/BILL,Shopping,Sale,-0.98
05/24/2023,CVS/PHARMACY #09332,Health & Wellness,Sale,-22.13
05/24/2023,AMERIPAK,Gas,Sale,-38.42
05/25/2023,PAYPAL *EBAY US,Shopping,Return,9.38
05/22/2023,6405 Great Clips at Almar,Personal,Sale,-24.99
05/23/2023,KFC J681004,Food & Drink,Return,6.09
05/22/2023,7-ELEVEN 16346,Gas,Sale,-8.97
05/21/2023,COSTCO WHSE #0149,Shopping,Sale,-6.75
05/21/2023,McDonalds 778,Food & Drink,Sale,-4.35
05/20/2023,7-ELEVEN 16346,Gas,Sale,-9.75
05/20/2023,SAFEWAY #2607,Groceries,Sale,-22.5
05/20/2023,KFC J681004,Food & Drink,Sale,-16.64
05/19/2023,THE UPS STORE 1128,Personal,Sale,-1.5
05/20/2023,WINGSTOP 570 OLO,Food & Drink,Sale,-6.54
05/19/2023,SAFEWAY #2607,Groceries,Sale,-33.41
05/18/2023,US PRO GAS,Gas,Sale,-37.59
05/19/2023,COMCAST CALIFORNIA,Bills & Utilities,Sale,-76.0
05/15/2023,AMZN Mktp US*IA37R3OO3,Shopping,Sale,-159.76
05/15/2023,24 Hour Fitness USA  I,Health & Wellness,Sale,-43.99
05/14/2023,7-ELEVEN 16346,Gas,Sale,-4.94
05/15/2023,TMOBILE*AUTO PAY,Bills & Utilities,Sale,-152.64
05/14/2023,SAFEWAY #2607,Groceries,Sale,-17.96
05/14/2023,McDonalds 778,Food & Drink,Sale,-4.24
05/12/2023,SANTA CRUZ TOYOTA.,Automotive,Sale,-146.05
05/13/2023,CHATGPT SUBSCRIPTION,Shopping,Sale,-20.0
05/11/2023,7-ELEVEN 16346,Gas,Sale,-4.48
05/13/2023,BURGER KING #4447,Food & Drink,Sale,-3.27
05/12/2023,SAFEWAY #2607,Groceries,Sale,-44.95
05/12/2023,BURGER KING #4447,Food & Drink,Sale,-4.37
05/11/2023,COSTCO WHSE #0149,Shopping,Sale,-24.78
05/09/2023,PAYPAL *EBAY US,Shopping,Sale,-16.38
05/09/2023,Amazon Prime*KX2F67K03,Bills & Utilities,Sale,-8.18
05/07/2023,TACO BELL 730740,Food & Drink,Sale,-7.64
05/09/2023,Amazon.com*FL5AV6HE3,Shopping,Sale,-15.73
05/07/2023,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,80.26
05/07/2023,McDonalds 778,Food & Drink,Sale,-5.77
05/06/2023,ROTTEN ROBBIE #35,Gas,Sale,-33.74
05/06/2023,SAFEWAY #2607,Groceries,Sale,-35.36
05/05/2023,COSTCO WHSE #0149,Shopping,Sale,-8.41
05/05/2023,PETSMART # 0073,Shopping,Sale,-50.89
05/06/2023,BURGER KING #4447,Food & Drink,Sale,-4.37
05/06/2023,LYFT   *2 RIDES 05-04,Travel,Sale,-35.75
05/03/2023,Amazon.com*TX2497MD3,Shopping,Sale,-10.54
04/30/2023,McDonalds 778,Food & Drink,Sale,-8.16
04/30/2023,WINGSTOP 570 OLO,Food & Drink,Sale,-16.15
05/01/2023,PAYPAL *CHAPPELL,Shopping,Sale,-149.38
04/28/2023,WESTSIDE HARDWARE,Home,Sale,-18.56
04/29/2023,AMZN Mktp US*HM5CI4CZ2,Shopping,Sale,-25.12
04/29/2023,CVS/PHARMACY #09332,Health & Wellness,Sale,-31.35
04/28/2023,SAFEWAY #2607,Groceries,Sale,-53.56
04/29/2023,BURGER KING #4447,Food & Drink,Sale,-1.96
04/26/2023,7-ELEVEN 16346,Gas,Sale,-3.29
04/26/2023,7-ELEVEN 16346,Gas,Sale,-5.23
04/28/2023,Subway 14313,Food & Drink,Sale,-9.48
04/28/2023,PAYPAL *HBO MAX,Bills & Utilities,Sale,-9.99
04/26/2023,McDonalds 778,Food & Drink,Sale,-2.18
04/26/2023,BURGER KING #4447,Food & Drink,Sale,-3.28
04/26/2023,PAYPAL *EBAY US,Shopping,Sale,-9.38
04/24/2023,SNACK SODA VENDING,Food & Drink,Sale,-3.7
04/21/2023,FAMILY DOLLAR #11372,Shopping,Sale,-45.82
04/21/2023,RED MOUNTAIN MARKET,Groceries,Sale,-42.53
04/21/2023,Amazon.com*HV4SF3QQ2,Shopping,Sale,-18.79
04/19/2023,COMCAST CALIFORNIA,Bills & Utilities,Sale,-76.0
04/18/2023,AMERIPAK,Gas,Sale,-30.0
04/18/2023,AMZN Mktp US*HV5TF2FU2,Shopping,Sale,-21.34
04/15/2023,TMOBILE*AUTO PAY,Bills & Utilities,Sale,-152.76
04/14/2023,McDonalds 778,Food & Drink,Sale,-5.76
04/15/2023,24 Hour Fitness USA  I,Health & Wellness,Sale,-43.99
04/14/2023,COSTCO WHSE #0149,Shopping,Sale,-41.37
04/14/2023,COSTCO WHSE #0149,Shopping,Sale,-6.24
04/15/2023,BURGER KING #4447,Food & Drink,Sale,-1.3
04/14/2023,SAFEWAY #2607,Groceries,Sale,-29.31
04/13/2023,Amazon.com*HJ9LN3IK0,Shopping,Sale,-65.54
04/13/2023,CHATGPT SUBSCRIPTION,Shopping,Sale,-20.0
04/11/2023,PAYPAL *HERCULESACH,Shopping,Sale,-166.56
04/09/2023,Amazon Prime*HS06146P2,Bills & Utilities,Sale,-8.18
04/09/2023,HERNANDEZ MARKET #2,Groceries,Sale,-15.62
04/07/2023,BURGER KING #4447,Food & Drink,Sale,-4.37
04/07/2023,McDonalds 778,Food & Drink,Sale,-5.76
04/07/2023,BURGER KING #4447,Food & Drink,Sale,-4.37
04/07/2023,SAFEWAY #2607,Groceries,Sale,-50.95
04/07/2023,ROTTEN ROBBIE #35,Gas,Sale,-30.0
04/04/2023,DELTA AIR   0062375616115,Travel,Sale,-148.8
04/05/2023,ALLIANZ TRAVEL INS,Bills & Utilities,Sale,-21.0
04/03/2023,SAFEWAY #2607,Groceries,Sale,-6.5
04/03/2023,Subway 14313,Food & Drink,Sale,-9.48
04/01/2023,BURGER KING #4447,Food & Drink,Sale,-3.81
04/02/2023,McDonalds 778,Food & Drink,Sale,-7.83
03/31/2023,PETSMART # 0073,Shopping,Sale,-21.84
03/31/2023,SAFEWAY #2607,Groceries,Sale,-59.6
03/31/2023,COSTCO WHSE #0149,Shopping,Sale,-45.47
04/02/2023,LYFT   *2 RIDES 03-30,Travel,Sale,-61.38
03/31/2023,BURGER KING #4447,Food & Drink,Sale,-4.37
03/29/2023,Amazon.com*H708V0Y42,Shopping,Sale,-47.38
03/28/2023,BLUECHEW,Health & Wellness,Sale,-37.55
03/28/2023,PAYPAL *HBO MAX,Bills & Utilities,Sale,-9.99
03/26/2023,SAFEWAY #2607,Groceries,Sale,-8.61
03/25/2023,SAFEWAY #2607,Groceries,Sale,-14.22
03/27/2023,AMZN Mktp US*HY2KQ3JN0,Shopping,Sale,-13.1
03/25/2023,McDonalds 778,Food & Drink,Sale,-5.77
03/24/2023,APPLE.COM/BILL,Shopping,Sale,-0.98
03/25/2023,WINGSTOP 570,Food & Drink,Sale,-1.63
03/23/2023,7-ELEVEN 16346,Gas,Sale,-12.49
03/24/2023,SAFEWAY #2607,Groceries,Sale,-42.47
03/26/2023,WINGSTOP 570 OLO,Food & Drink,Sale,-29.15
03/24/2023,APPLE.COM/BILL,Shopping,Sale,-5.0
03/24/2023,Amazon.com*H78AX6H51,Shopping,Sale,-32.21
03/24/2023,BURGER KING #4447,Food & Drink,Sale,-2.06
03/22/2023,AMZN Mktp US*H72VN6FF1,Shopping,Sale,-38.23
03/19/2023,McDonalds 778,Food & Drink,Sale,-9.69
03/17/2023,SAFEWAY #2607,Groceries,Sale,-29.09
03/17/2023,SAFEWAY #2607,Groceries,Sale,-18.3
03/19/2023,COMCAST CALIFORNIA,Bills & Utilities,Sale,-76.0
03/17/2023,TARGET        00011437,Shopping,Sale,-61.7
03/17/2023,INTEGRITY AUTOMOTIVE,Gas,Sale,-65.0
03/16/2023,THE HALAL GUYS,Food & Drink,Sale,-17.37
03/15/2023,24 Hour Fitness USA  I,Health & Wellness,Sale,-43.99
03/15/2023,TMOBILE*AUTO PAY,Bills & Utilities,Sale,-152.76
03/14/2023,COMMONS EAST CAFE,Food & Drink,Sale,-16.9
03/13/2023,CARLS JR 1100193 OLO,Food & Drink,Sale,-11.11
03/15/2023,Subway 14313,Food & Drink,Sale,-14.19
03/13/2023,CHATGPT SUBSCRIPTION,Shopping,Sale,-20.0
03/11/2023,7-ELEVEN 16346,Gas,Sale,-7.08
03/11/2023,JACK IN THE BOX 0423,Food & Drink,Sale,-11.12
03/09/2023,7-ELEVEN 16346,Gas,Sale,-7.52
03/11/2023,CHEVRON 0357728,Gas,Sale,-21.16
03/10/2023,WESTSIDE HARDWARE,Home,Sale,-8.29
03/10/2023,BURGER KING #4447,Food & Drink,Sale,-1.96
03/11/2023,CHEVRON 0305336,Gas,Sale,-21.68
03/11/2023,McDonalds 778,Food & Drink,Sale,-5.77
03/11/2023,CHEVRON 0305336,Gas,Sale,-5.98
03/10/2023,SAFEWAY #2607,Groceries,Sale,-15.14
03/09/2023,McDonalds 778,Food & Drink,Sale,-2.07
03/09/2023,Amazon Prime*H577I1RR1,Bills & Utilities,Sale,-8.18
03/09/2023,BESTBUYCOM806746047447,Shopping,Sale,-42.69
03/07/2023,PETRO FUEL,Gas,Sale,-40.8
03/07/2023,Nintendo CB939920696,Entertainment,Sale,-1.99
03/06/2023,AMZN Mktp US*H588Y1PH1,Shopping,Sale,-198.82
03/04/2023,BURGER KING #4447,Food & Drink,Sale,-8.73
03/05/2023,COSTCO WHSE #0149,Shopping,Sale,-28.98
03/02/2023,ST GEORGE AIRPORT,Gas,Sale,-16.98
03/05/2023,SP GAMES OF KONG,Shopping,Sale,-38.59
03/04/2023,McDonalds 778,Food & Drink,Sale,-4.24
03/02/2023,FAZOLIS 7505,Food & Drink,Sale,-6.51
03/02/2023,TAILWIND CONCESSION SGU,Food & Drink,Sale,-4.25
03/03/2023,SAFEWAY #2607,Groceries,Sale,-48.6
03/02/2023,FOCACCIA FIORENTIN PHX,Food & Drink,Sale,-4.12
03/03/2023,82858 - TERMINAL A EMPLOY,Travel,Sale,-54.0
03/03/2023,IN N OUT BURGER 240,Food & Drink,Sale,-10.88
03/02/2023,Amazon.com*HD8QI0272,Shopping,Sale,-11.31
03/02/2023,HERTZ #0717502,Travel,Sale,-190.88
03/01/2023,WM SUPERCENTER #1439,Groceries,Sale,-27.37
02/28/2023,ROTTEN ROBBIE #67,Gas,Sale,-18.28
02/28/2023,ARBY'S 8844,Food & Drink,Sale,-9.7
02/28/2023,WENDY'S 11375,Food & Drink,Sale,-7.27
02/28/2023,CARLS JR 1101170 ONLINE,Food & Drink,Sale,-5.57
03/01/2023,COSTCO WHSE #0672,Shopping,Sale,-116.98
03/01/2023,COSTCO WHSE #0672,Shopping,Sale,-10.2
02/28/2023,PAYPAL *HBO MAX,Bills & Utilities,Sale,-9.99
02/26/2023,BURGER KING #4447,Food & Drink,Sale,-8.4
02/26/2023,7-ELEVEN 16346,Gas,Sale,-4.48
02/26/2023,Subway 14313,Food & Drink,Sale,-5.45
02/24/2023,BURGER KING #4447,Food & Drink,Sale,-4.37
02/25/2023,McDonalds 778,Food & Drink,Sale,-6.1
02/24/2023,SAFEWAY #2607,Groceries,Sale,-30.11
02/22/2023,BURGER KING #4447,Food & Drink,Sale,-4.37
02/20/2023,LA CATRINA,Food & Drink,Sale,-74.83
02/20/2023,SAFEWAY FUEL1757,Gas,Sale,-31.97
02/18/2023,TACO BELL 30740,Food & Drink,Sale,-9.58
02/19/2023,KATRINA 1 INC,Food & Drink,Sale,-12.54
02/19/2023,COSTCO WHSE #0149,Shopping,Sale,-13.44
02/19/2023,COSTCO WHSE #0149,Shopping,Sale,-4.36
02/18/2023,PAYPAL *RIOTGAMESIN,Entertainment,Sale,-4.99
02/18/2023,McDonalds 778,Food & Drink,Sale,-9.36
02/16/2023,BURGER KING #2066,Food & Drink,Sale,-2.19
02/17/2023,Subway 5104,Food & Drink,Sale,-9.48
02/17/2023,SAFEWAY #2607,Groceries,Sale,-45.63
02/19/2023,COMCAST CALIFORNIA,Bills & Utilities,Sale,-76.0
02/16/2023,7-ELEVEN 16346,Gas,Sale,-14.92
02/16/2023,CHEVRON 0090499,Gas,Sale,-26.13
02/16/2023,GRUBHUBTERIYAKIMADNES,Food & Drink,Sale,-20.75
02/15/2023,24 Hour Fitness USA  I,Health & Wellness,Sale,-43.99
02/15/2023,TMOBILE*AUTO PAY,Bills & Utilities,Sale,-191.55
02/15/2023,BURGER KING #4447,Food & Drink,Sale,-6.33
02/14/2023,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,337.63
02/12/2023,BURGER KING #4447,Food & Drink,Sale,-8.73
02/13/2023,AMZN Mktp US*H90ID4Y02,Shopping,Sale,-50.94
02/13/2023,CVS/PHARMACY #09332,Health & Wellness,Sale,-45.28
02/13/2023,CHATGPT SUBSCRIPTION,Shopping,Sale,-20.0
02/12/2023,HERNANDEZ MARKET #2,Groceries,Sale,-11.41
02/05/2023,PAYPAL *CHEGG TXTBK ORDER,Shopping,Return,15.95
02/10/2023,SAFEWAY #2607,Groceries,Sale,-48.43
02/10/2023,7-ELEVEN 16346,Gas,Sale,-5.5
02/11/2023,McDonalds 778,Food & Drink,Sale,-6.1
02/10/2023,BURGER KING #4447,Food & Drink,Sale,-4.37
02/11/2023,KFC J681004,Food & Drink,Sale,-18.21
02/10/2023,TACO BELL 30740,Food & Drink,Sale,-2.72
02/09/2023,7-ELEVEN 14282,Gas,Sale,-4.09
02/09/2023,Amazon Prime*HE1OA4LK0,Bills & Utilities,Sale,-8.18
02/07/2023,GOOGLE *Bumble,Shopping,Sale,-4.99
02/07/2023,AMZN Mktp US*E42FV1AM3,Shopping,Sale,-14.02
02/06/2023,AMZN Mktp US*RM5OV7703,Shopping,Sale,-6.0
02/05/2023,HERNANDEZ MARKET #2,Groceries,Sale,-9.32
02/04/2023,SAFEWAY #2607,Groceries,Sale,-35.93
02/05/2023,PAYPAL *CHEGG TXTBK ORDER,Shopping,Sale,-15.95
02/05/2023,WINGSTOP 570 OLO,Food & Drink,Sale,-25.32
02/03/2023,AMZN Mktp US*1O3SS8E13,Shopping,Sale,-54.21
02/03/2023,IN N OUT BURGER 176,Food & Drink,Sale,-6.77
02/03/2023,SAFEWAY #2607,Groceries,Sale,-37.89
02/04/2023,McDonalds 778,Food & Drink,Sale,-6.1
02/01/2023,McDonalds 778,Food & Drink,Sale,-1.36
02/01/2023,BURGER KING #4447,Food & Drink,Sale,-7.09
01/31/2023,WHOLEFDS SCA #10633,Food & Drink,Sale,-8.0
