Transaction Date,Post Date,Description,Category,Type,Amount,Memo
02/04/2024,02/05/2024,PAYRANGE MOBILE,Bills & Utilities,Sale,-25.00,
02/02/2024,02/04/2024,HARMONS-SANTA CLARA,Groceries,Sale,-48.86,
02/02/2024,02/04/2024,HARMONS-SANTA CLARA,Groceries,Sale,-4.47,
01/30/2024,01/31/2024,DIGBY'S MARKET,Groceries,Sale,-43.45,
01/25/2024,01/26/2024,CVSExtraCare 8007467287RI,Health & Wellness,Sale,-5.00,
01/22/2024,01/23/2024,DIGBY'S MARKET,Groceries,Sale,-38.72,
01/23/2024,01/23/2024,Payment Thank You-Mobile,,Payment,432.80,
01/21/2024,01/22/2024,GOOD CHOP,Groceries,Sale,-128.99,
01/18/2024,01/19/2024,JTI*TWITCHTV SUB SRVCS,Bills & Utilities,Sale,-4.99,
01/18/2024,01/19/2024,WAL-MART #3220,Groceries,Sale,-122.84,
01/15/2024,01/16/2024,HARMONS-SANTA CLARA,Groceries,Sale,-6.60,
01/15/2024,01/16/2024,HARMONS-SANTA CLARA,Groceries,Sale,-98.29,
01/15/2024,01/16/2024,24 Hour Fitness USA  I,Health & Wellness,Sale,-19.99,
01/15/2024,01/15/2024,Spotify USA,Bills & Utilities,Sale,-10.99,
01/14/2024,01/15/2024,APPLE.COM/BILL,Shopping,Sale,-5.99,
01/14/2024,01/15/2024,PAYRANGE MOBILE,Bills & Utilities,Sale,-25.00,
01/14/2024,01/14/2024,Payment Thank You-Mobile,,Payment,106.82,
01/11/2024,01/14/2024,FAMILY DOLLAR,Shopping,Sale,-9.12,
01/10/2024,01/11/2024,CORONA FLORES LATINOS MAR,Groceries,Sale,-43.48,
01/10/2024,01/11/2024,SMITH'S FOOD 4189,Groceries,Sale,-43.81,
01/07/2024,01/08/2024,PAYRANGE MOBILE,Bills & Utilities,Sale,-10.00,
01/06/2024,01/07/2024,COSTCO WHSE #0149,Shopping,Sale,-9.53,
01/06/2024,01/07/2024,Payment Thank You-Mobile,,Payment,103.70,
01/04/2024,01/05/2024,SALT LAKE EXPRESS,Travel,Sale,-84.52,
01/04/2024,01/04/2024,PAYRANGE MOBILE,Bills & Utilities,Sale,-10.00,
01/01/2024,01/02/2024,Payment Thank You-Mobile,,Payment,600.61,
01/01/2024,01/02/2024,THE TOLL ROADS OF OC,Travel,Sale,-9.18,
